Name,Username,Message,Status
Kali,kalikaratestudio,"haha, kali, the 3 ex-wives, bitcoin crash, and still fighting — you’ve definitely seen it all and kept going, respect.  
do you do any coaching around that fighter mindset?",Error: Could not find Kali in search results.
Jake,jakeleiskewillis,"hey Jake, love how you're flipping the script on parenting—turning the chaos of yelling and guilt into confident, peaceful vibes. do you offer 1:1 coaching?",Message sent successfully.
prakritimadan,hey prakriti! love how you blew up from 700 to 20k in just 3 weeks - that’s next level. are you still offering 1:1 coaching?,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001053815dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000105379e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104de4100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000104e2641c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104e5fba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000104e1b0fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000104e1bd4c cxxbridge1$string$len + 316832
7   chromedriver                        0x000000010534c64c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x000000010534f988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x0000000105333a5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x000000010535024c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000105324ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x000000010536a9dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x000000010536ab58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000105379ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
ryssdom_coaching,"hey aryssa, love your focus on healing through 1:1 coaching... are you still taking on clients right now?",Error: Could not select the first result checkbox.
the.compatibility.coach,"hey caitlin, love how you help women trust their timeline and still meet someone great - feels so freeing, not rushed. are you doing 1:1 coaching or all group programs?",Message sent successfully.
trainwithpj,"yo pj, love how you bring that fightcamp energy man, balancing family life and training is no joke. are you doing any online coaching right now?",Message sent successfully.
iamkarendwyer,"hey karen, i love how you’ve flipped your personal story into helping others boost their energy and balance. do you offer 1:1 coaching too?",Message sent successfully.
andreafr.coaching,"hey andrea, i love how you’re straight up about helping burnt out professionals get clarity - so needed right now. do you still offer that free class?",Message sent successfully.
heyitscoachjp,"hey jp, love how you’re all about confidence training and reaching clients worldwide. do you still offer virtual lessons?",Message sent successfully.
therelationshipcoach.ie,"hey annie, love how you weave personal growth into relationship challenges on your podcast... are you still working 1:1 with clients?",Message sent successfully.
brock.coach,"brock, saw your bio and love how you're all about creating freedom while riding cross-country. do you mostly offer coaching 1:1?","Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001047a95dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x00000001047a1e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x000000010420c100 cxxbridge1$string$len + 88404
3   chromedriver                        0x000000010424e41c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104287ba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x00000001042430fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000104243d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x000000010477464c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x0000000104777988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x000000010475ba5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x000000010477824c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x000000010474cce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001047929dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x0000000104792b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x00000001047a1ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
brock.coach,"brock, saw your bio and love how you're all about creating freedom while riding cross-country. do you mostly offer coaching 1:1?","Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x0000000104ec55dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000104ebde3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104928100 cxxbridge1$string$len + 88404
3   chromedriver                        0x000000010496a41c cxxbridge1$string$len + 359536
4   chromedriver                        0x00000001049a3ba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x000000010495f0fc cxxbridge1$string$len + 313680
6   chromedriver                        0x000000010495fd4c cxxbridge1$string$len + 316832
7   chromedriver                        0x0000000104e9064c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x0000000104e93988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x0000000104e77a5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x0000000104e9424c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000104e68ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x0000000104eae9dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x0000000104eaeb58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000104ebdad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
coach_ryan_h,yo ryan,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001053515dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000105349e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104db4100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000104df641c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104e2fba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000104deb0fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000104debd4c cxxbridge1$string$len + 316832
7   chromedriver                        0x000000010531c64c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x000000010531f988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x0000000105303a5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x000000010532024c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x00000001052f4ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x000000010533a9dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x000000010533ab58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000105349ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
coach_ryan_h,yo ryan,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x000000010148d5dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000101485e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000100ef0100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000100f3241c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000100f6bba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000100f270fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000100f27d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x000000010145864c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x000000010145b988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x000000010143fa5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x000000010145c24c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000101430ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001014769dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x0000000101476b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000101485ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
coachhamish,hey hamish,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001053955dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x000000010538de3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104df8100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000104e3a41c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104e73ba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000104e2f0fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000104e2fd4c cxxbridge1$string$len + 316832
7   chromedriver                        0x000000010536064c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x0000000105363988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x0000000105347a5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x000000010536424c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000105338ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x000000010537e9dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x000000010537eb58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x000000010538dad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
death.care.coach,hey katie,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x0000000104f395dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000104f31e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x000000010499c100 cxxbridge1$string$len + 88404
3   chromedriver                        0x00000001049de41c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104a17ba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x00000001049d30fc cxxbridge1$string$len + 313680
6   chromedriver                        0x00000001049d3d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x0000000104f0464c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x0000000104f07988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x0000000104eeba5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x0000000104f0824c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000104edcce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x0000000104f229dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x0000000104f22b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000104f31ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
coach.spider,yo nassaminu,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001012bd5dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x00000001012b5e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000100d20100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000100d6241c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000100d9bba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000100d570fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000100d57d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x000000010128864c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x000000010128b988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x000000010126fa5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x000000010128c24c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000101260ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001012a69dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x00000001012a6b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x00000001012b5ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
panda.coach,yo jos+AOk,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001015195dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000101511e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000100f7c100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000100fbe41c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000100ff7ba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000100fb30fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000100fb3d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x00000001014e464c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x00000001014e7988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x00000001014cba5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x00000001014e824c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x00000001014bcce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001015029dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x0000000101502b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000101511ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
lethalshooter,yo chris,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001050e15dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x00000001050d9e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104b44100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000104b8641c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104bbfba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000104b7b0fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000104b7bd4c cxxbridge1$string$len + 316832
7   chromedriver                        0x00000001050ac64c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x00000001050af988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x0000000105093a5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x00000001050b024c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000105084ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001050ca9dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x00000001050cab58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x00000001050d9ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
lethalshooter,yo chris,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001011855dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x000000010117de3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000100be8100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000100c2a41c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000100c63ba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000100c1f0fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000100c1fd4c cxxbridge1$string$len + 316832
7   chromedriver                        0x000000010115064c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x0000000101153988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x0000000101137a5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x000000010115424c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000101128ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x000000010116e9dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x000000010116eb58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x000000010117dad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
coachhamish,hey hamish,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x000000010104d5dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000101045e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000100ab0100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000100af241c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000100b2bba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000100ae70fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000100ae7d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x000000010101864c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x000000010101b988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x0000000100fffa5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x000000010101c24c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000100ff0ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001010369dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x0000000101036b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000101045ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
coachhamish,hey hamish,"Error sending message: Message: element not interactable
  (Session info: chrome=130.0.6723.117)
Stacktrace:
0   chromedriver                        0x00000001028b55dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x00000001028ade3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000102317f70 cxxbridge1$string$len + 88004
3   chromedriver                        0x000000010235540c cxxbridge1$string$len + 339040
4   chromedriver                        0x0000000102353e74 cxxbridge1$string$len + 333512
5   chromedriver                        0x0000000102350a58 cxxbridge1$string$len + 320172
6   chromedriver                        0x0000000102393ba8 cxxbridge1$string$len + 594940
7   chromedriver                        0x000000010234f0fc cxxbridge1$string$len + 313680
8   chromedriver                        0x000000010234fd4c cxxbridge1$string$len + 316832
9   chromedriver                        0x000000010288064c cxxbridge1$str$ptr + 3436672
10  chromedriver                        0x0000000102883988 cxxbridge1$str$ptr + 3449788
11  chromedriver                        0x0000000102867a5c cxxbridge1$str$ptr + 3335312
12  chromedriver                        0x000000010288424c cxxbridge1$str$ptr + 3452032
13  chromedriver                        0x0000000102858ce8 cxxbridge1$str$ptr + 3274524
14  chromedriver                        0x000000010289e9dc cxxbridge1$str$ptr + 3560464
15  chromedriver                        0x000000010289eb58 cxxbridge1$str$ptr + 3560844
16  chromedriver                        0x00000001028adad4 cxxbridge1$str$ptr + 3622152
17  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
18  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
coachhamish,hey hamish,Error: Could not send the message.
coachhamish,hey hamish,Error: Could not send the message.
coachhamish,hey hamish,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x000000010515d5dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000105155e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104bc0100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000104c0241c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104c3bba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000104bf70fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000104bf7d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x000000010512864c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x000000010512b988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x000000010510fa5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x000000010512c24c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000105100ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001051469dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x0000000105146b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000105155ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
coachhamish,hey hamish,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x000000010540d5dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000105405e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104e70100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000104eb241c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104eebba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000104ea70fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000104ea7d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x00000001053d864c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x00000001053db988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x00000001053bfa5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x00000001053dc24c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x00000001053b0ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001053f69dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x00000001053f6b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000105405ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
coachhamish,hey hamish,Message sent successfully.
dojo.creativo,hey! love how you guide coaches to actually build a profitable business on instagram instead of just growing followers. do you focus on 1:1 too or mainly group programs?,Message sent successfully.
coach__fouad,"hey fouad, love how you integrate trx and functional training into your coaching - feels like you’re all about movement that builds real strength. curious, do you offer online 1:1 coaching?","Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001050d95dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x00000001050d1e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104b3c100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000104b7e41c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104bb7ba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000104b730fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000104b73d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x00000001050a464c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x00000001050a7988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x000000010508ba5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x00000001050a824c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x000000010507cce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001050c29dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x00000001050c2b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x00000001050d1ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
harshal_milani,"hey harshal, i love how you actually walk the talk with your coaching and keep things real. do you still have space for 1:1 coaching sessions?","Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001009215dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000100919e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000100384100 cxxbridge1$string$len + 88404
3   chromedriver                        0x00000001003c641c cxxbridge1$string$len + 359536
4   chromedriver                        0x00000001003ffba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x00000001003bb0fc cxxbridge1$string$len + 313680
6   chromedriver                        0x00000001003bbd4c cxxbridge1$string$len + 316832
7   chromedriver                        0x00000001008ec64c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x00000001008ef988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x00000001008d3a5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x00000001008f024c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x00000001008c4ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x000000010090a9dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x000000010090ab58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000100919ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
jade_skillen_performance_coach,"yo, man - absolutely insane what you’ve built with the hyrox training and those 250+ wc qualifications. are you still taking on new athletes for your coaching?","Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001052355dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x000000010522de3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104c98100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000104cda41c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104d13ba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000104ccf0fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000104ccfd4c cxxbridge1$string$len + 316832
7   chromedriver                        0x000000010520064c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x0000000105203988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x00000001051e7a5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x000000010520424c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x00000001051d8ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x000000010521e9dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x000000010521eb58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x000000010522dad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
jade_skillen_performance_coach,"yo, man - absolutely insane what you’ve built with the hyrox training and those 250+ wc qualifications. are you still taking on new athletes for your coaching?","Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x000000010521d5dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000105215e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104c80100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000104cc241c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104cfbba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000104cb70fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000104cb7d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x00000001051e864c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x00000001051eb988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x00000001051cfa5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x00000001051ec24c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x00000001051c0ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001052069dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x0000000105206b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000105215ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
